,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2016-02-20,16.0,59.0,2016-02-20,17.0,54.0,Feb,2016,Personal,R?walpindi,Unknown Location,2.655.411,Meeting,55.0,28.968.120.000.000.000,Saturday,Afternoon
,2016-02-20,18.0,0.0,2016-02-20,18.0,3.0,Feb,2016,Business,Unknown Location,Unknown Location,51.498.880.000.000.000,Errand/Supplies,3.0,10.299.776.000.000.000,Saturday,Afternoon
,2016-02-20,19.0,28.0,2016-02-20,19.0,49.0,Feb,2016,Business,Unknown Location,Unknown Location,12.391.918,Errand/Supplies,21.0,35.405.480.000.000.000,Saturday,Evening
,2016-02-21,9.0,7.0,2016-02-21,9.0,46.0,Feb,2016,Business,Unknown Location,Islamabad,2.333.543,Errand/Supplies,39.0,35.900.661.538.461.500,Sunday,Morning
,2016-02-21,11.0,39.0,2016-02-21,11.0,43.0,Feb,2016,Business,Unknown Location,Islamabad,38.624.159.999.999.900,Errand/Supplies,4.0,5.793.624,Sunday,Morning
,2016-02-21,11.0,47.0,2016-02-21,12.0,1.0,Feb,2016,Business,Islamabad,Islamabad,7.402.963.999.999.990,Errand/Supplies,14.0,31.726.988.571.428.500,Sunday,Morning
,2016-02-21,12.0,13.0,2016-02-21,12.0,35.0,Feb,2016,Business,Islamabad,Unknown Location,14.162.192.000.000.000,Meal/Entertain,22.0,3.862.416,Sunday,Morning
,2016-02-21,12.0,51.0,2016-02-21,13.0,12.0,Feb,2016,Business,Unknown Location,Unknown Location,13.357.522.000.000.000,Temporary Site,21.0,38.164.348.571.428.500,Sunday,Morning
,2016-02-21,13.0,33.0,2016-02-21,14.0,30.0,Feb,2016,Business,Unknown Location,Unknown Location,36.532.018,Temporary Site,57.0,38.454.755.789.473.600,Sunday,Afternoon
,2016-02-21,14.0,36.0,2016-02-21,15.0,3.0,Feb,2016,Business,Unknown Location,Islamabad,2.092.142,Temporary Site,27.0,46.492.044.444.444.400,Sunday,Afternoon
,2016-02-21,15.0,14.0,2016-02-21,15.0,31.0,Feb,2016,Business,Islamabad,Noorpur Shahan,13.035.654,Temporary Site,17.0,46.008.190.588.235.200,Sunday,Afternoon
,2016-02-21,15.0,36.0,2016-02-21,15.0,41.0,Feb,2016,Business,Noorpur Shahan,Unknown Location,35.405.480.000.000.000,Meal/Entertain,5.0,42.486.576.000.000.000,Sunday,Afternoon
,2016-02-21,16.0,4.0,2016-02-21,16.0,32.0,Feb,2016,Business,Unknown Location,Unknown Location,15.610.598,Meal/Entertain,28.0,33.451.281.428.571.400,Sunday,Afternoon
,2016-02-21,23.0,15.0,2016-02-21,23.0,52.0,Feb,2016,Business,Unknown Location,R?walpindi,321.868,Meeting,37.0,52.194.810.810.810.800,Sunday,Evening
,2016-02-22,21.0,54.0,2016-02-22,22.0,9.0,Feb,2016,Business,Morrisville,Cary,13.035.654,Customer Visit,15.0,52.142.616,Monday,Evening
,2016-02-24,14.0,30.0,2016-02-24,14.0,35.0,Feb,2016,Business,Whitebridge,Preston,241.401,Customer Visit,5.0,28.968.120.000.000.000,Wednesday,Afternoon
,2016-02-24,15.0,19.0,2016-02-24,15.0,25.0,Feb,2016,Business,Preston,Whitebridge,2.735.878,Errand/Supplies,6.0,2.735.878,Wednesday,Afternoon
,2016-02-25,16.0,27.0,2016-02-25,16.0,35.0,Feb,2016,Business,Whitebridge,Heritage Pines,49.889.540.000.000.000,Errand/Supplies,8.0,37.417.155.000.000.000,Thursday,Afternoon
,2016-02-25,16.0,47.0,2016-02-25,17.0,2.0,Feb,2016,Business,Heritage Pines,Whitebridge,51.498.880.000.000.000,Errand/Supplies,15.0,20.599.552.000.000.000,Thursday,Afternoon
,2016-02-25,17.0,16.0,2016-02-25,17.0,36.0,Feb,2016,Business,Whitebridge,Tanglewood,965.604,Meal/Entertain,20.0,28.968.120.000.000.000,Thursday,Afternoon
,2016-02-25,18.0,22.0,2016-02-25,18.0,39.0,Feb,2016,Business,Tanglewood,Whitebridge,93.341.719.999.999.900,Meal/Entertain,17.0,32.944.136.470.588.200,Thursday,Afternoon
,2016-02-26,9.0,6.0,2016-02-26,9.0,29.0,Feb,2016,Business,Whitebridge,Westpark Place,10.138.842,Meal/Entertain,23.0,26.449.153.043.478.200,Friday,Morning
,2016-02-26,11.0,5.0,2016-02-26,11.0,11.0,Feb,2016,Personal,Westpark Place,Whitebridge,2.735.878,Meal/Entertain,6.0,2.735.878,Friday,Morning
,2016-02-26,11.0,35.0,2016-02-26,11.0,59.0,Feb,2016,Business,Cary,Durham,17.059.003.999.999.900,Meeting,24.0,4.264.750.999.999.990,Friday,Morning
,2016-02-26,13.0,1.0,2016-02-26,13.0,24.0,Feb,2016,Business,Durham,Cary,15.932.466,Meeting,23.0,41.562.954.782.608.600,Friday,Afternoon
,2016-02-26,14.0,38.0,2016-02-26,14.0,46.0,Feb,2016,Personal,Whitebridge,Westpark Place,3.057.746,Meeting,8.0,22.933.094.999.999.900,Friday,Afternoon
,2016-02-26,15.0,0.0,2016-02-26,15.0,18.0,Feb,2016,Personal,Westpark Place,Hazelwood,6.759.228,Meeting,18.0,2.253.076,Friday,Afternoon
,2016-02-26,17.0,1.0,2016-02-26,17.0,12.0,Feb,2016,Personal,Hazelwood,Whitebridge,321.868,Meeting,11.0,17.556.436.363.636.300,Friday,Afternoon
,2016-02-28,5.0,22.0,2016-02-28,5.0,38.0,Feb,2016,Business,Whitebridge,Waverly Place,12.391.918,Meeting,16.0,464.696.925,Sunday,Night
,2016-02-28,9.0,26.0,2016-02-28,9.0,42.0,Feb,2016,Business,Waverly Place,Whitebridge,10.943.512,Meeting,16.0,4.103.817,Sunday,Morning
,2016-02-29,11.0,7.0,2016-02-29,11.0,14.0,Feb,2016,Personal,Whitebridge,Westpark Place,3.379.614,Meeting,7.0,2.896.812,Monday,Morning
,2016-02-29,11.0,30.0,2016-02-29,11.0,40.0,Feb,2016,Business,Cary,Apex,6.115.492,Meeting,10.0,36.692.952,Monday,Morning
,2016-02-29,12.0,36.0,2016-02-29,12.0,48.0,Feb,2016,Business,Apex,Cary,90.123.039.999.999.900,Meeting,12.0,45.061.519.999.999.900,Monday,Morning
,2016-02-29,14.0,55.0,2016-02-29,15.0,3.0,Feb,2016,Business,Whitebridge,Hazelwood,4.184.284,Meeting,8.0,3.138.213,Monday,Afternoon
,2016-02-29,16.0,40.0,2016-02-29,17.0,0.0,Feb,2016,Business,Hazelwood,Whitebridge,10.621.644,Customer Visit,20.0,31.864.932,Monday,Afternoon
,2016-03-01,18.0,47.0,2016-03-01,19.0,10.0,Mar,2016,Business,Whitebridge,Wayne Ridge,1.287.472,Meal/Entertain,23.0,33.586.226.086.956.500,Tuesday,Afternoon
,2016-03-01,21.0,27.0,2016-03-01,21.0,45.0,Mar,2016,Business,Wayne Ridge,Whitebridge,1.287.472,Meeting,18.0,42.915.733.333.333.300,Tuesday,Evening
,2016-03-03,9.0,45.0,2016-03-03,9.0,52.0,Mar,2016,Personal,Whitebridge,Westpark Place,35.405.480.000.000.000,Meeting,7.0,30.347.554.285.714.200,Thursday,Morning
,2016-03-03,11.0,4.0,2016-03-03,11.0,10.0,Mar,2016,Business,Westpark Place,Whitebridge,37.014.819.999.999.900,Errand/Supplies,6.0,37.014.819.999.999.900,Thursday,Morning
,2016-03-03,14.0,44.0,2016-03-03,14.0,58.0,Mar,2016,Business,Whitebridge,Northwoods,8.368.568,Meal/Entertain,14.0,35.865.291.428.571.400,Thursday,Afternoon
,2016-03-03,15.0,27.0,2016-03-03,15.0,48.0,Mar,2016,Business,Cary,Raleigh,12.230.984,Customer Visit,21.0,3.494.566.857.142.850,Thursday,Afternoon
,2016-03-03,16.0,2.0,2016-03-03,16.0,42.0,Mar,2016,Business,Raleigh,Cary,27.841.582.000.000.000,Meeting,40.0,41.762.373.000.000.000,Thursday,Afternoon
,2016-03-04,7.0,47.0,2016-03-04,8.0,6.0,Mar,2016,Business,Cary,Durham,15.932.466,Meeting,19.0,50.313.050.526.315.700,Friday,Morning
,2016-03-04,9.0,46.0,2016-03-04,10.0,3.0,Mar,2016,Business,Durham,Cary,15.932.466,Customer Visit,17.0,5.623.223.294.117.640,Friday,Morning
,2016-03-04,11.0,46.0,2016-03-04,12.0,6.0,Mar,2016,Business,Cary,Durham,16.737.136,Meeting,20.0,50.211.408,Friday,Morning
,2016-03-04,13.0,3.0,2016-03-04,13.0,25.0,Mar,2016,Business,Durham,Cary,17.541.806,Meeting,22.0,478.412.890.909.091,Friday,Afternoon
,2016-03-04,13.0,40.0,2016-03-04,14.0,9.0,Mar,2016,Business,Cary,Raleigh,25.266.638,Customer Visit,29.0,52.275.802.758.620.600,Friday,Afternoon
,2016-03-04,15.0,56.0,2016-03-04,16.0,8.0,Mar,2016,Business,Raleigh,Raleigh,7.885.766,Meal/Entertain,12.0,3.942.883,Friday,Afternoon
,2016-03-04,16.0,16.0,2016-03-04,16.0,22.0,Mar,2016,Business,Fayetteville Street,Depot Historic District,12.874.720.000.000.000,Errand/Supplies,6.0,12.874.720.000.000.000,Friday,Afternoon
,2016-03-04,16.0,43.0,2016-03-04,17.0,12.0,Mar,2016,Business,Raleigh,Cary,2.172.609,Meeting,29.0,44.950.531.034.482.700,Friday,Afternoon
,2016-03-04,19.0,2.0,2016-03-04,19.0,8.0,Mar,2016,Business,Cary,Morrisville,3.057.746,Temporary Site,6.0,3.057.746,Friday,Evening
,2016-03-04,19.0,16.0,2016-03-04,19.0,25.0,Mar,2016,Business,Morrisville,Cary,321.868,Meal/Entertain,9.0,21.457.866.666.666.600,Friday,Evening
,2016-03-05,11.0,44.0,2016-03-05,11.0,59.0,Mar,2016,Business,Cary,Morrisville,1.046.071,Meal/Entertain,15.0,4.184.284,Saturday,Morning
,2016-03-05,12.0,57.0,2016-03-05,13.0,12.0,Mar,2016,Personal,Weston,Weston,6.759.228,Meal/Entertain,15.0,27.036.912,Saturday,Morning
,2016-03-05,14.0,8.0,2016-03-05,14.0,18.0,Mar,2016,Personal,Morrisville,Cary,563.269,Meal/Entertain,10.0,3.379.614,Saturday,Afternoon
,2016-03-05,14.0,39.0,2016-03-05,15.0,1.0,Mar,2016,Business,Whitebridge,Wayne Ridge,12.552.852,Meal/Entertain,22.0,34.235.050.909.090.900,Saturday,Afternoon
,2016-03-05,16.0,52.0,2016-03-05,17.0,13.0,Mar,2016,Business,Cary,Morrisville,12.552.852,Meal/Entertain,21.0,35.865.291.428.571.400,Saturday,Afternoon
,2016-03-05,17.0,23.0,2016-03-05,17.0,34.0,Mar,2016,Business,Morrisville,Cary,6.276.426,Meal/Entertain,11.0,34.235.050.909.090.900,Saturday,Afternoon
,2016-03-07,9.0,10.0,2016-03-07,9.0,20.0,Mar,2016,Business,Whitebridge,Edgehill Farms,45.061.519.999.999.900,Errand/Supplies,10.0,27.036.911.999.999.900,Monday,Morning
,2016-03-07,9.0,23.0,2016-03-07,9.0,47.0,Mar,2016,Business,Cary,Raleigh,19.955.816.000.000.000,Customer Visit,24.0,49.889.540.000.000.000,Monday,Morning
,2016-03-07,12.0,10.0,2016-03-07,12.0,26.0,Mar,2016,Business,Fayetteville Street,Meredith Townes,9.495.106,Customer Visit,16.0,356.066.475,Monday,Morning
,2016-03-07,13.0,57.0,2016-03-07,14.0,18.0,Mar,2016,Business,Meredith Townes,Leesville Hollow,15.127.796,Meeting,21.0,43.222.274.285.714.200,Monday,Afternoon
,2016-03-07,15.0,19.0,2016-03-07,15.0,45.0,Mar,2016,Business,Raleigh,Cary,19.151.146,Between Offices,26.0,44.194.952.307.692.300,Monday,Afternoon
,2016-03-08,14.0,38.0,2016-03-08,14.0,55.0,Mar,2016,Business,Whitebridge,Waverly Place,11.587.248,Between Offices,17.0,4.089.616.941.176.470,Tuesday,Afternoon
,2016-03-08,15.0,35.0,2016-03-08,16.0,0.0,Mar,2016,Business,Waverly Place,Whitebridge,12.230.984,Meal/Entertain,25.0,29.354.361.599.999.900,Tuesday,Afternoon
,2016-03-08,16.0,13.0,2016-03-08,16.0,25.0,Mar,2016,Personal,Whitebridge,Whitebridge,25.749.440.000.000.000,Meal/Entertain,12.0,12.874.720.000.000.000,Tuesday,Afternoon
,2016-03-10,3.0,36.0,2016-03-10,3.0,53.0,Mar,2016,Business,Cary,Morrisville,13.518.456,Meeting,17.0,47.712.197.647.058.800,Thursday,Night
,2016-03-10,10.0,8.0,2016-03-10,10.0,37.0,Mar,2016,Business,East Austin,West University,20.599.552.000.000.000,Meeting,29.0,42.619.762.758.620.600,Thursday,Morning
,2016-03-10,14.0,39.0,2016-03-10,14.0,55.0,Mar,2016,Business,West University,South Congress,37.014.819.999.999.900,Meeting,16.0,13.880.557.499.999.900,Thursday,Afternoon
,2016-03-10,16.0,18.0,2016-03-10,16.0,28.0,Mar,2016,Business,South Congress,Arts District,25.749.440.000.000.000,Meeting,10.0,15.449.664.000.000.000,Thursday,Afternoon
,2016-03-11,9.0,47.0,2016-03-11,9.0,59.0,Mar,2016,Business,The Drag,Congress Ave District,321.868,Meal/Entertain,12.0,160.934,Friday,Morning
,2016-03-11,10.0,29.0,2016-03-11,10.0,36.0,Mar,2016,Business,Congress Ave District,Downtown,12.874.720.000.000.000,Meal/Entertain,7.0,11.035.474.285.714.200,Friday,Morning
,2016-03-11,11.0,57.0,2016-03-11,12.0,4.0,Mar,2016,Business,Downtown,Red River District,19.312.079.999.999.900,Meal/Entertain,7.0,16.553.211.428.571.400,Friday,Morning
,2016-03-11,13.0,43.0,2016-03-11,13.0,51.0,Mar,2016,Business,Red River District,Downtown,160.934,Meal/Entertain,8.0,1.207.005,Friday,Afternoon
,2016-03-11,19.0,21.0,2016-03-11,19.0,35.0,Mar,2016,Business,South Congress,The Drag,3.379.614,Meal/Entertain,14.0,1.448.406,Friday,Evening
,2016-03-12,9.0,13.0,2016-03-12,9.0,22.0,Mar,2016,Business,The Drag,South Congress,35.405.480.000.000.000,Meal/Entertain,9.0,23.603.653.333.333.300,Saturday,Morning
,2016-03-12,18.0,27.0,2016-03-12,18.0,37.0,Mar,2016,Personal,South Congress,The Drag,3.057.746,Meal/Entertain,10.0,18.346.476,Saturday,Afternoon
,2016-03-13,9.0,7.0,2016-03-13,9.0,37.0,Mar,2016,Business,The Drag,Convention Center District,9.173.238,Meal/Entertain,30.0,18.346.476,Sunday,Morning
,2016-03-13,18.0,23.0,2016-03-13,18.0,43.0,Mar,2016,Business,South Congress,North Austin,13.518.456,Meal/Entertain,20.0,40.555.368,Sunday,Afternoon
,2016-03-13,20.0,7.0,2016-03-13,20.0,28.0,Mar,2016,Business,Georgian Acres,The Drag,99.779.080.000.000.000,Meal/Entertain,21.0,28.508.308.571.428.500,Sunday,Evening
,2016-03-13,20.0,39.0,2016-03-13,20.0,58.0,Mar,2016,Business,The Drag,North Austin,1.689.807,Meal/Entertain,19.0,53.362.326.315.789.400,Sunday,Evening
,2016-03-13,21.0,11.0,2016-03-13,21.0,23.0,Mar,2016,Business,North Austin,Coxville,11.587.248,Meal/Entertain,12.0,5.793.624,Sunday,Evening
,2016-03-13,22.0,19.0,2016-03-13,22.0,39.0,Mar,2016,Business,Coxville,The Drag,2.011.675,Meal/Entertain,20.0,6.035.025,Sunday,Evening
,2016-03-14,8.0,34.0,2016-03-14,8.0,49.0,Mar,2016,Business,The Drag,South Congress,321.868,Errand/Supplies,15.0,1.287.472,Monday,Morning
,2016-03-14,18.0,39.0,2016-03-14,18.0,55.0,Mar,2016,Business,South Congress,The Drag,4.345.218,Errand/Supplies,16.0,162.945.675,Monday,Afternoon
,2016-03-15,8.0,45.0,2016-03-15,8.0,57.0,Mar,2016,Business,The Drag,Convention Center District,321.868,Meal/Entertain,12.0,160.934,Tuesday,Morning
,2016-03-15,20.0,48.0,2016-03-15,21.0,1.0,Mar,2016,Business,Downtown,The Drag,45.061.519.999.999.900,Meal/Entertain,13.0,2.079.762.461.538.460,Tuesday,Evening
,2016-03-16,11.0,34.0,2016-03-16,11.0,45.0,Mar,2016,Business,The Drag,Congress Ave District,2.735.878,Meal/Entertain,11.0,1.492.297.090.909.090,Wednesday,Morning
,2016-03-16,14.0,44.0,2016-03-16,14.0,55.0,Mar,2016,Business,Convention Center District,West University,321.868,Meal/Entertain,11.0,17.556.436.363.636.300,Wednesday,Afternoon
,2016-03-16,18.0,43.0,2016-03-16,18.0,56.0,Mar,2016,Business,West University,Congress Ave District,3.379.614,Meal/Entertain,13.0,15.598.218.461.538.400,Wednesday,Afternoon
,2016-03-17,0.0,33.0,2016-03-17,0.0,44.0,Mar,2016,Personal,Downtown,The Drag,2.735.878,Meal/Entertain,11.0,1.492.297.090.909.090,Thursday,Night
,2016-03-17,12.0,52.0,2016-03-17,15.0,11.0,Mar,2016,Business,Austin,Katy,21.887.024,Customer Visit,139.0,94.476.362.589.928.000,Thursday,Morning
,2016-03-17,15.0,16.0,2016-03-17,15.0,58.0,Mar,2016,Business,Katy,Houston,48.602.067.999.999.900,Meeting,42.0,69.431.525.714.285.700,Thursday,Afternoon
,2016-03-17,17.0,20.0,2016-03-17,18.0,2.0,Mar,2016,Business,Midtown,Alief,2.494.477,Meal/Entertain,42.0,35.635.385.714.285.700,Thursday,Afternoon
,2016-03-17,18.0,47.0,2016-03-17,19.0,9.0,Mar,2016,Personal,Houston,Houston,7.885.766,Meal/Entertain,22.0,21.506.634.545.454.500,Thursday,Afternoon
,2016-03-17,20.0,57.0,2016-03-17,21.0,28.0,Mar,2016,Personal,Houston,Houston,20.277.684,Meal/Entertain,31.0,39.247.130.322.580.600,Thursday,Evening
,2016-03-17,21.0,48.0,2016-03-17,22.0,4.0,Mar,2016,Personal,Sharpstown,Midtown,16.737.136,Meal/Entertain,16.0,6.276.426,Thursday,Evening
,2016-03-18,7.0,15.0,2016-03-18,7.0,21.0,Mar,2016,Business,Midtown,Midtown,17.702.740.000.000.000,Meal/Entertain,6.0,1.770.274,Friday,Morning
,2016-03-18,8.0,35.0,2016-03-18,8.0,43.0,Mar,2016,Business,Midtown,Midtown,17.702.740.000.000.000,Meal/Entertain,8.0,13.277.055,Friday,Morning
,2016-03-18,18.0,24.0,2016-03-18,19.0,8.0,Mar,2016,Business,Midtown,Sharpstown,21.243.288,Meeting,44.0,28.968.120.000.000.000,Friday,Afternoon
,2016-03-18,19.0,23.0,2016-03-18,19.0,29.0,Mar,2016,Business,Sharpstown,Sharpstown,160.934,Errand/Supplies,6.0,160.934,Friday,Evening
,2016-03-18,21.0,1.0,2016-03-18,21.0,15.0,Mar,2016,Business,Sharpstown,Midtown,14.805.927.999.999.900,Customer Visit,14.0,63.453.977.142.857.100,Friday,Evening
,2016-03-19,9.0,10.0,2016-03-19,9.0,25.0,Mar,2016,Business,Midtown,Sharpstown,15.127.796,Meal/Entertain,15.0,60.511.184,Saturday,Morning
,2016-03-19,12.0,50.0,2016-03-19,13.0,13.0,Mar,2016,Business,Houston,Sugar Land,1.931.208,Customer Visit,23.0,50.379.339.130.434.700,Saturday,Morning
,2016-03-19,14.0,1.0,2016-03-19,14.0,57.0,Mar,2016,Business,Sugar Land,Houston,56.487.834,Customer Visit,56.0,60.522.679.285.714.200,Saturday,Afternoon
,2016-03-19,15.0,34.0,2016-03-19,16.0,38.0,Mar,2016,Business,Houston,Galveston,5.874.091,Meal/Entertain,64.0,55.069.603.125,Saturday,Afternoon
,2016-03-19,17.0,17.0,2016-03-19,17.0,32.0,Mar,2016,Business,Galveston,Port Bolivar,49.889.540.000.000.000,Meal/Entertain,15.0,19.955.816.000.000.000,Saturday,Afternoon
,2016-03-19,17.0,37.0,2016-03-19,17.0,47.0,Mar,2016,Business,Port Bolivar,Port Bolivar,3.379.614,Errand/Supplies,10.0,20.277.684,Saturday,Afternoon
,2016-03-19,17.0,52.0,2016-03-19,18.0,0.0,Mar,2016,Business,Port Bolivar,Port Bolivar,19.312.079.999.999.900,Errand/Supplies,8.0,1.448.406,Saturday,Afternoon
,2016-03-19,18.0,53.0,2016-03-19,19.0,29.0,Mar,2016,Business,Port Bolivar,Galveston,1.207.005,Meeting,36.0,2.011.675,Saturday,Afternoon
,2016-03-19,19.0,33.0,2016-03-19,20.0,39.0,Mar,2016,Business,Galveston,Houston,9.173.238,Customer Visit,66.0,83.393.072.727.272.700,Saturday,Evening
,2016-03-20,7.0,37.0,2016-03-20,7.0,48.0,Mar,2016,Business,Midtown,Washington Avenue,9.495.106,Meeting,11.0,51.791.487.272.727.200,Sunday,Morning
,2016-03-20,11.0,42.0,2016-03-20,11.0,56.0,Mar,2016,Business,Washington Avenue,Midtown,99.779.080.000.000.000,Meeting,14.0,42.762.462.857.142.800,Sunday,Morning
,2016-03-20,17.0,8.0,2016-03-20,17.0,34.0,Mar,2016,Business,Midtown,Sharpstown,16.737.136,Meeting,26.0,38.624.159.999.999.900,Sunday,Afternoon
,2016-03-20,18.0,34.0,2016-03-20,18.0,40.0,Mar,2016,Personal,Sharpstown,Briar Meadow,19.312.079.999.999.900,Meeting,6.0,19.312.079.999.999.900,Sunday,Afternoon
,2016-03-20,18.0,45.0,2016-03-20,19.0,6.0,Mar,2016,Business,Briar Meadow,Midtown,15.449.663.999.999.900,Customer Visit,21.0,4.414.189.714.285.710,Sunday,Afternoon
,2016-03-21,10.0,21.0,2016-03-21,10.0,26.0,Mar,2016,Personal,Midtown,Downtown,160.934,Customer Visit,5.0,1.931.208,Monday,Morning
,2016-03-21,16.0,5.0,2016-03-21,16.0,13.0,Mar,2016,Business,Downtown,Midtown,1.448.406,Meal/Entertain,8.0,10.863.045.000.000.000,Monday,Afternoon
,2016-03-21,18.0,59.0,2016-03-21,19.0,15.0,Mar,2016,Business,Midtown,Sharpstown,14.162.192.000.000.000,Meal/Entertain,16.0,5.310.822,Monday,Afternoon
,2016-03-21,20.0,18.0,2016-03-21,20.0,55.0,Mar,2016,Business,Sharpstown,Midtown,41.199.104.000.000.000,Meal/Entertain,37.0,66.809.357.837.837.800,Monday,Evening
,2016-03-22,6.0,17.0,2016-03-22,6.0,43.0,Mar,2016,Business,Midtown,Greater Greenspoint,3.701.482,Meal/Entertain,26.0,85.418.815.384.615.300,Tuesday,Night
,2016-03-22,12.0,6.0,2016-03-22,12.0,24.0,Mar,2016,Personal,Morrisville,Cary,13.035.654,Meal/Entertain,18.0,4.345.218,Tuesday,Morning
,2016-03-22,19.0,12.0,2016-03-22,19.0,25.0,Mar,2016,Personal,Whitebridge,Whitebridge,22.530.759.999.999.900,Meal/Entertain,13.0,10.398.812.307.692.300,Tuesday,Evening
,2016-03-23,14.0,37.0,2016-03-23,14.0,42.0,Mar,2016,Personal,Whitebridge,Preston,2.735.878,Meal/Entertain,5.0,32.830.536,Wednesday,Afternoon
,2016-03-23,14.0,53.0,2016-03-23,14.0,59.0,Mar,2016,Personal,Preston,Whitebridge,25.749.440.000.000.000,Meal/Entertain,6.0,25.749.440.000.000.000,Wednesday,Afternoon
,2016-03-24,19.0,47.0,2016-03-24,19.0,54.0,Mar,2016,Personal,Whitebridge,Westpark Place,321.868,Meal/Entertain,7.0,27.588.685.714.285.700,Thursday,Evening
,2016-03-24,20.0,34.0,2016-03-24,20.0,40.0,Mar,2016,Business,Westpark Place,Whitebridge,35.405.480.000.000.000,Meal/Entertain,6.0,3.540.548,Thursday,Evening
,2016-03-25,13.0,24.0,2016-03-25,16.0,22.0,Mar,2016,Business,Cary,Latta,23.174.496,Customer Visit,178.0,78.116.278.651.685.300,Friday,Afternoon
,2016-03-25,16.0,52.0,2016-03-25,22.0,22.0,Mar,2016,Business,Latta,Jacksonville,49.937.820.200.000.000,Customer Visit,330.0,90.796.036.727.272.700,Friday,Afternoon
,2016-03-26,14.0,5.0,2016-03-26,14.0,29.0,Mar,2016,Personal,Couples Glen,Isles of Buena Vista,10.782.578,Meeting,24.0,26.956.445.000.000.000,Saturday,Afternoon
,2016-03-26,15.0,19.0,2016-03-26,15.0,49.0,Mar,2016,Personal,Kissimmee,Orlando,14.162.192.000.000.000,Meeting,30.0,28.324.384.000.000.000,Saturday,Afternoon
,2016-03-26,16.0,26.0,2016-03-26,16.0,30.0,Mar,2016,Personal,Lake Reams,Lake Reams,19.312.079.999.999.900,Meeting,4.0,2.896.812,Saturday,Afternoon
,2016-03-27,0.0,31.0,2016-03-27,0.0,40.0,Mar,2016,Business,Lake Reams,Lake Reams,3.379.614,Errand/Supplies,9.0,2.253.076,Sunday,Night
,2016-03-27,1.0,11.0,2016-03-27,1.0,23.0,Mar,2016,Business,Orlando,Kissimmee,10.621.644,Meal/Entertain,12.0,53.108.219.999.999.900,Sunday,Night
,2016-03-27,15.0,31.0,2016-03-27,15.0,56.0,Mar,2016,Business,Kissimmee,Orlando,9.816.974,Customer Visit,25.0,235.607.376,Sunday,Afternoon
,2016-03-27,21.0,26.0,2016-03-27,21.0,41.0,Mar,2016,Personal,Orlando,Orlando,11.104.446.000.000.000,Customer Visit,15.0,44.417.784.000.000.000,Sunday,Evening
,2016-03-27,23.0,4.0,2016-03-27,23.0,18.0,Mar,2016,Personal,Orlando,Kissimmee,11.748.182,Customer Visit,14.0,50.349.351.428.571.400,Sunday,Evening
,2016-03-28,12.0,29.0,2016-03-28,12.0,42.0,Mar,2016,Personal,Kissimmee,Orlando,5.793.624,Customer Visit,13.0,26.739.803.076.923.000,Monday,Morning
,2016-03-28,19.0,30.0,2016-03-28,20.0,23.0,Mar,2016,Personal,Couples Glen,Vista East,43.774.048,Customer Visit,53.0,49.555.526.037.735.800,Monday,Evening
,2016-03-28,22.0,55.0,2016-03-28,23.0,26.0,Mar,2016,Personal,Orlando,Kissimmee,41.360.037.999.999.900,Customer Visit,31.0,80.051.686.451.612.800,Monday,Evening
,2016-03-29,15.0,27.0,2016-03-29,16.0,11.0,Mar,2016,Personal,Kissimmee,Orlando,21.887.024,Customer Visit,44.0,29.845.941.818.181.800,Tuesday,Afternoon
,2016-03-29,18.0,20.0,2016-03-29,18.0,39.0,Mar,2016,Personal,Sand Lake Commons,Sky Lake,99.779.080.000.000.000,Customer Visit,19.0,31.509.183.157.894.700,Tuesday,Afternoon
,2016-03-29,20.0,29.0,2016-03-29,20.0,44.0,Mar,2016,Personal,Sky Lake,Sand Lake Commons,965.604,Customer Visit,15.0,3.862.416,Tuesday,Evening
,2016-03-29,23.0,4.0,2016-03-29,23.0,21.0,Mar,2016,Personal,Orlando,Kissimmee,22.208.892.000.000.000,Customer Visit,17.0,78.384.324.705.882.300,Tuesday,Evening
,2016-03-30,22.0,5.0,2016-03-30,22.0,55.0,Mar,2016,Business,Orlando,Kissimmee,46.348.992,Meal/Entertain,50.0,556.187.904,Wednesday,Evening
,2016-03-31,12.0,47.0,2016-03-31,13.0,22.0,Mar,2016,Business,Kissimmee,Orlando,25.910.374,Temporary Site,35.0,44.417.784,Thursday,Morning
,2016-03-31,14.0,37.0,2016-03-31,15.0,9.0,Mar,2016,Business,Orlando,Kissimmee,26.393.175.999.999.900,Meal/Entertain,32.0,49.487.204.999.999.900,Thursday,Afternoon
,2016-04-01,13.0,43.0,2016-04-01,14.0,1.0,April,2016,Business,Kissimmee,Kissimmee,1.770.274,Meeting,18.0,59.009.133.333.333.300,Friday,Afternoon
,2016-04-01,14.0,36.0,2016-04-01,15.0,24.0,April,2016,Business,Kissimmee,Orlando,2.494.477,Customer Visit,48.0,31.180.962.499.999.900,Friday,Afternoon
,2016-04-01,16.0,1.0,2016-04-01,16.0,49.0,April,2016,Business,Orlando,Kissimmee,32.669.602,Meeting,48.0,408.370.025,Friday,Afternoon
,2016-04-01,16.0,52.0,2016-04-01,16.0,57.0,April,2016,Personal,Kissimmee,Kissimmee,11.265.379.999.999.900,Meeting,5.0,13.518.455.999.999.900,Friday,Afternoon
